Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Survived
0.8295675466232271,0.7424272739336898,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,0.5138115038918489,0.5848923079130708,1
-0.3709448379209555,0.7424272739336898,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.6625632269369692,0.5848923079130708,0
-1.571457222465138,0.7424272739336898,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,3.9553985809041556,0.5848923079130708,0
0.8295675466232271,-1.3469332756346388,-0.8798074793728043,-0.46508427634374117,0.7277823612437324,-0.4678743521312413,0.5848923079130708,1
-0.3709448379209555,-1.3469332756346388,0.11824116000042058,0.4783345406270387,0.7277823612437324,-0.11597681371233177,0.5848923079130708,1
0.8295675466232271,0.7424272739336898,-0.6494885625943678,-0.46508427634374117,-0.46618317148792077,-0.48696219079802316,0.5848923079130708,0
0.8295675466232271,0.7424272739336898,-0.2656237012969736,-0.46508427634374117,-0.46618317148792077,0.5138115038918489,0.5848923079130708,1
-1.571457222465138,0.7424272739336898,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,4.075039579498675,-1.9162687925920723,0
0.8295675466232271,0.7424272739336898,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.5011900954135049,-0.6656882423395009,1
0.8295675466232271,-1.3469332756346388,0.11824116000042058,0.4783345406270387,-0.46618317148792077,-0.2877611150115036,0.5848923079130708,0
-1.571457222465138,0.7424272739336898,2.0375654664873917,-0.46508427634374117,-0.46618317148792077,0.07662982713825477,-1.9162687925920723,1
0.8295675466232271,-1.3469332756346388,-0.6494885625943678,0.4783345406270387,-0.46618317148792077,-0.45798374084431925,0.5848923079130708,0
0.8295675466232271,0.7424272739336898,-0.11207775677801594,7.082266259422497,1.9217478939753856,0.7856304888639273,0.5848923079130708,0
-1.571457222465138,0.7424272739336898,2.0375654664873917,-0.46508427634374117,-0.46618317148792077,-0.10973011184690733,0.5848923079130708,0
0.8295675466232271,0.7424272739336898,-0.6494885625943678,-0.46508427634374117,-0.46618317148792077,-0.5001489784359341,0.5848923079130708,0
-1.571457222465138,-1.3469332756346388,0.27178710451937826,0.4783345406270387,-0.46618317148792077,1.2114473326903592,-0.6656882423395009,1
0.8295675466232271,0.7424272739336898,-0.6494885625943678,-0.46508427634374117,-0.46618317148792077,-0.5015378284840135,-0.6656882423395009,0
0.8295675466232271,0.7424272739336898,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.5116012651892122,0.5848923079130708,0
0.8295675466232271,0.7424272739336898,1.0395168271141666,-0.46508427634374117,-0.46618317148792077,-0.5282591368303441,0.5848923079130708,0
0.8295675466232271,-1.3469332756346388,-0.11207775677801594,2.3651721745685985,0.7277823612437324,-0.13228695228295498,0.5848923079130708,0
0.8295675466232271,0.7424272739336898,0.04146818774094174,0.4783345406270387,-0.46618317148792077,-0.32732356015919156,0.5848923079130708,0
-1.571457222465138,-1.3469332756346388,0.19501413225989941,-0.46508427634374117,-0.46618317148792077,0.9260084554177004,-1.9162687925920723,1
-1.571457222465138,-1.3469332756346388,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,0.9865660655350799,-1.9162687925920723,1
-0.3709448379209555,0.7424272739336898,-0.8030345071133255,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,0.5848923079130708,1
0.8295675466232271,0.7424272739336898,-0.4191696458159313,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,0.5848923079130708,0
-0.3709448379209555,-1.3469332756346388,1.1930627716331244,-0.46508427634374117,-0.46618317148792077,-0.38146164299287,0.5848923079130708,1
0.8295675466232271,0.7424272739336898,-0.4959426180754101,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,0.5848923079130708,0
0.8295675466232271,0.7424272739336898,0.9627438548546878,-0.46508427634374117,0.7277823612437324,-0.48756812087896934,0.5848923079130708,0
-1.571457222465138,-1.3469332756346388,0.7324249380762513,0.4783345406270387,0.7277823612437324,1.0689871321814448,-1.9162687925920723,1
0.8295675466232271,0.7424272739336898,-1.033353423891762,-0.46508427634374117,-0.46618317148792077,-0.4949433935480804,0.5848923079130708,1
0.8295675466232271,0.7424272739336898,-0.11207775677801594,-0.46508427634374117,-0.46618317148792077,-0.49815419830690855,0.5848923079130708,0
-0.3709448379209555,0.7424272739336898,2.8052951890821802,-0.46508427634374117,-0.46618317148792077,-0.44392866164711425,0.5848923079130708,0
